Dark spectrum
Integration time [ms]:  25,000
Averaging Nr. [scans]: 15
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1804344U2
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
632,810;    3,278;    3,278;    0,000
632,963;   15,944;   15,944;    0,000
633,117;    0,144;    0,144;    0,000
633,271;   -1,856;   -1,856;    0,000
633,424;   26,744;   26,744;    0,000
633,578;   -7,657;   -7,657;    0,000
633,732;    0,943;    0,943;    0,000
633,885;    6,143;    6,143;    0,000
634,039;   14,676;   14,676;    0,000
634,192;  -20,524;  -20,524;    0,000
634,346;   16,542;   16,542;    0,000
634,500;   16,876;   16,876;    0,000
634,653;   19,209;   19,209;    0,000
634,807;   12,275;   12,275;    0,000
634,960;    7,208;    7,208;    0,000
635,114;  -12,992;  -12,992;    0,000
635,267;   23,141;   23,141;    0,000
635,421;  -11,592;  -11,592;    0,000
635,574;   -8,926;   -8,926;    0,000
635,728;    5,074;    5,074;    0,000
635,882;   19,741;   19,741;    0,000
636,035;  -13,526;  -13,526;    0,000
636,189;  -22,660;  -22,660;    0,000
636,342;   11,273;   11,273;    0,000
636,495;   16,873;   16,873;    0,000
636,649;    2,206;    2,206;    0,000
636,802;  -14,661;  -14,661;    0,000
636,956;   -6,327;   -6,327;    0,000
637,109;    2,406;    2,406;    0,000
637,263;   21,539;   21,539;    0,000
637,416;   13,005;   13,005;    0,000
637,570;   11,072;   11,072;    0,000
637,723;   15,472;   15,472;    0,000
637,876;   11,005;   11,005;    0,000
638,030;  -16,795;  -16,795;    0,000
638,183;   -4,662;   -4,662;    0,000
638,337;   19,538;   19,538;    0,000
638,490;   16,471;   16,471;    0,000
638,643;   14,604;   14,604;    0,000
638,797;   14,670;   14,670;    0,000
638,950;   18,070;   18,070;    0,000
639,103;    4,470;    4,470;    0,000
639,257;   12,270;   12,270;    0,000
639,410;  -10,864;  -10,864;    0,000
639,563;    2,669;    2,669;    0,000
639,717;   11,936;   11,936;    0,000
639,870;   15,336;   15,336;    0,000
640,023;  -10,065;  -10,065;    0,000
640,177;    6,869;    6,869;    0,000
640,330;    6,935;    6,935;    0,000
640,483;    6,202;    6,202;    0,000
640,636;   -5,532;   -5,532;    0,000
640,790;    2,401;    2,401;    0,000
640,943;   -5,332;   -5,332;    0,000
641,096;   22,601;   22,601;    0,000
641,249;    4,267;    4,267;    0,000
641,402;    8,534;    8,534;    0,000
641,556;   -1,866;   -1,866;    0,000
641,709;   -5,600;   -5,600;    0,000
641,862;    9,800;    9,800;    0,000
642,015;    5,000;    5,000;    0,000
642,168;    2,066;    2,066;    0,000
642,322;  -18,401;  -18,401;    0,000
642,475;    4,666;    4,666;    0,000
642,628;   34,399;   34,399;    0,000
642,781;   26,665;   26,665;    0,000
642,934;   10,332;   10,332;    0,000
643,087;   12,865;   12,865;    0,000
643,240;   -9,669;   -9,669;    0,000
643,393;   -6,602;   -6,602;    0,000
643,547;   13,064;   13,064;    0,000
643,700;   12,931;   12,931;    0,000
643,853;   31,597;   31,597;    0,000
644,006;  -32,803;  -32,803;    0,000
644,159;   18,664;   18,664;    0,000
644,312;   14,730;   14,730;    0,000
644,465;    2,797;    2,797;    0,000
644,618;    5,730;    5,730;    0,000
644,771;  -10,937;  -10,937;    0,000
644,924;    3,796;    3,796;    0,000
645,077;   39,329;   39,329;    0,000
645,230;   -0,071;   -0,071;    0,000
645,383;   18,195;   18,195;    0,000
645,536;    7,529;    7,529;    0,000
645,689;    6,328;    6,328;    0,000
645,842;   -2,472;   -2,472;    0,000
645,995;   -1,939;   -1,939;    0,000
646,148;  -22,272;  -22,272;    0,000
646,301;   -2,339;   -2,339;    0,000
646,454;  -10,606;  -10,606;    0,000
646,607;   25,127;   25,127;    0,000
646,759;    4,127;    4,127;    0,000
646,912;   -1,940;   -1,940;    0,000
647,065;   -4,740;   -4,740;    0,000
647,218;    8,327;    8,327;    0,000
647,371;   -6,007;   -6,007;    0,000
647,524;   -8,940;   -8,940;    0,000
647,677;    3,793;    3,793;    0,000
647,830;   -9,208;   -9,208;    0,000
647,982;   17,192;   17,192;    0,000
648,135;   -4,608;   -4,608;    0,000
648,288;   -6,741;   -6,741;    0,000
648,441;    8,525;    8,525;    0,000
648,594;   -9,408;   -9,408;    0,000
648,746;    9,325;    9,325;    0,000
648,899;   25,124;   25,124;    0,000
649,052;   17,724;   17,724;    0,000
649,205;  -21,209;  -21,209;    0,000
649,358;   17,457;   17,457;    0,000
649,510;    4,057;    4,057;    0,000
649,663;   -8,810;   -8,810;    0,000
649,816;    2,790;    2,790;    0,000
649,969;   -3,810;   -3,810;    0,000
650,121;    1,390;    1,390;    0,000
650,274;   19,856;   19,856;    0,000
650,427;    0,389;    0,389;    0,000
650,579;   14,589;   14,589;    0,000
650,732;    4,189;    4,189;    0,000
650,885;  -18,611;  -18,611;    0,000
651,037;   27,855;   27,855;    0,000
651,190;   -5,478;   -5,478;    0,000
651,343;   17,455;   17,455;    0,000
651,495;   -2,945;   -2,945;    0,000
651,648;   11,254;   11,254;    0,000
651,801;    0,654;    0,654;    0,000
651,953;   -5,213;   -5,213;    0,000
652,106;    8,321;    8,321;    0,000
652,258;   -7,946;   -7,946;    0,000
652,411;   15,253;   15,253;    0,000
652,564;   16,253;   16,253;    0,000
652,716;   -8,614;   -8,614;    0,000
652,869;   13,653;   13,653;    0,000
653,021;    8,386;    8,386;    0,000
653,174;    5,319;    5,319;    0,000
653,326;    9,052;    9,052;    0,000
653,479;  -21,415;  -21,415;    0,000
653,631;    7,985;    7,985;    0,000
653,784;    7,518;    7,518;    0,000
653,936;    4,518;    4,518;    0,000
654,089;    2,985;    2,985;    0,000
654,241;   29,918;   29,918;    0,000
654,394;   -2,082;   -2,082;    0,000
654,546;   -8,216;   -8,216;    0,000
654,699;    1,651;    1,651;    0,000
654,851;   11,850;   11,850;    0,000
655,004;    5,917;    5,917;    0,000
655,156;    7,983;    7,983;    0,000
655,309;    9,983;    9,983;    0,000
655,461;   17,183;   17,183;    0,000
655,613;   -0,351;   -0,351;    0,000
655,766;   17,783;   17,783;    0,000
655,918;  -10,751;  -10,751;    0,000
656,071;    0,249;    0,249;    0,000
656,223;   24,649;   24,649;    0,000
656,375;   -4,951;   -4,951;    0,000
656,528;    0,582;    0,582;    0,000
656,680;   10,448;   10,448;    0,000
656,832;   -4,885;   -4,885;    0,000
656,985;   15,981;   15,981;    0,000
657,137;  -13,952;  -13,952;    0,000
657,289;   18,581;   18,581;    0,000
657,442;    0,847;    0,847;    0,000
657,594;    9,047;    9,047;    0,000
657,746;  -12,220;  -12,220;    0,000
657,898;    0,913;    0,913;    0,000
658,051;   16,646;   16,646;    0,000
658,203;    5,113;    5,113;    0,000
658,355;    7,713;    7,713;    0,000
658,508;   16,446;   16,446;    0,000
658,660;    2,646;    2,646;    0,000
658,812;   18,446;   18,446;    0,000
658,964;   -0,621;   -0,621;    0,000
659,116;   -8,222;   -8,222;    0,000
659,269;    7,112;    7,112;    0,000
659,421;    4,711;    4,711;    0,000
659,573;   14,178;   14,178;    0,000
659,725;   -0,756;   -0,756;    0,000
659,877;    5,644;    5,644;    0,000
660,029;    1,111;    1,111;    0,000
660,182;   17,644;   17,644;    0,000
660,334;    4,310;    4,310;    0,000
660,486;   15,043;   15,043;    0,000
660,638;    1,710;    1,710;    0,000
660,790;  -11,824;  -11,824;    0,000
660,942;   15,243;   15,243;    0,000
661,094;   13,443;   13,443;    0,000
661,246;    8,176;    8,176;    0,000
661,398;   16,776;   16,776;    0,000
661,551;   -6,691;   -6,691;    0,000
661,703;   -2,958;   -2,958;    0,000
661,855;   37,775;   37,775;    0,000
662,007;    5,108;    5,108;    0,000
662,159;   31,375;   31,375;    0,000
662,311;    9,841;    9,841;    0,000
662,463;  -13,159;  -13,159;    0,000
662,615;   -1,093;   -1,093;    0,000
662,767;   18,907;   18,907;    0,000
662,919;    8,240;    8,240;    0,000
663,071;    6,107;    6,107;    0,000
663,223;  -14,160;  -14,160;    0,000
663,375;   10,773;   10,773;    0,000
663,527;   -8,694;   -8,694;    0,000
663,679;    9,306;    9,306;    0,000
663,831;  -14,894;  -14,894;    0,000
663,982;   13,106;   13,106;    0,000
664,134;    3,839;    3,839;    0,000
664,286;   -5,161;   -5,161;    0,000
664,438;    6,772;    6,772;    0,000
664,590;   -7,895;   -7,895;    0,000
664,742;   11,105;   11,105;    0,000
664,894;    7,838;    7,838;    0,000
665,046;    1,504;    1,504;    0,000
665,198;    7,238;    7,238;    0,000
665,349;    8,571;    8,571;    0,000
665,501;    2,304;    2,304;    0,000
665,653;    7,770;    7,770;    0,000
665,805;   20,104;   20,104;    0,000
665,957;    5,103;    5,103;    0,000
666,109;   12,903;   12,903;    0,000
666,260;    9,903;    9,903;    0,000
666,412;   13,169;   13,169;    0,000
666,564;   -5,097;   -5,097;    0,000
666,716;   -3,364;   -3,364;    0,000
666,867;   -4,964;   -4,964;    0,000
667,019;    4,635;    4,635;    0,000
667,171;   -5,698;   -5,698;    0,000
667,323;    8,168;    8,168;    0,000
667,474;   11,035;   11,035;    0,000
667,626;   16,368;   16,368;    0,000
667,778;   10,034;   10,034;    0,000
667,930;    0,501;    0,501;    0,000
668,081;  -22,699;  -22,699;    0,000
668,233;    5,434;    5,434;    0,000
668,385;   -2,233;   -2,233;    0,000
668,536;   10,900;   10,900;    0,000
668,688;   11,367;   11,367;    0,000
668,840;   15,700;   15,700;    0,000
668,991;   15,700;   15,700;    0,000
669,143;   15,366;   15,366;    0,000
669,294;    2,632;    2,632;    0,000
669,446;    9,766;    9,766;    0,000
669,598;   15,899;   15,899;    0,000
669,749;   17,899;   17,899;    0,000
669,901;   19,832;   19,832;    0,000
670,052;    0,832;    0,832;    0,000
670,204;   -3,635;   -3,635;    0,000
670,356;    7,031;    7,031;    0,000
670,507;   23,498;   23,498;    0,000
670,659;    4,431;    4,431;    0,000
670,810;  -10,303;  -10,303;    0,000
670,962;   10,697;   10,697;    0,000
671,113;    4,230;    4,230;    0,000
671,265;    7,030;    7,030;    0,000
671,416;  -10,303;  -10,303;    0,000
671,568;   -4,637;   -4,637;    0,000
671,719;    8,696;    8,696;    0,000
671,871;    1,696;    1,696;    0,000
672,022;    0,962;    0,962;    0,000
672,174;   21,229;   21,229;    0,000
672,325;    3,695;    3,695;    0,000
672,476;  -11,371;  -11,371;    0,000
672,628;    6,762;    6,762;    0,000
672,779;   -8,639;   -8,639;    0,000
672,931;    6,361;    6,361;    0,000
673,082;   -1,972;   -1,972;    0,000
673,234;    6,694;    6,694;    0,000
673,385;   21,427;   21,427;    0,000
673,536;   17,094;   17,094;    0,000
673,688;    6,894;    6,894;    0,000
673,839;  -13,107;  -13,107;    0,000
673,990;    4,427;    4,427;    0,000
674,142;  -11,107;  -11,107;    0,000
674,293;    6,360;    6,360;    0,000
674,444;  -16,774;  -16,774;    0,000
674,596;   23,826;   23,826;    0,000
674,747;    5,092;    5,092;    0,000
674,898;   17,759;   17,759;    0,000
675,049;    4,292;    4,292;    0,000
675,201;   -6,442;   -6,442;    0,000
675,352;    0,358;    0,358;    0,000
675,503;   19,291;   19,291;    0,000
675,655;   -3,909;   -3,909;    0,000
675,806;    8,691;    8,691;    0,000
675,957;    7,624;    7,624;    0,000
676,108;    4,024;    4,024;    0,000
676,259;    9,424;    9,424;    0,000
676,411;   -7,576;   -7,576;    0,000
676,562;    7,557;    7,557;    0,000
676,713;    0,223;    0,223;    0,000
676,864;   32,223;   32,223;    0,000
677,015;   28,023;   28,023;    0,000
677,167;    8,089;    8,089;    0,000
677,318;   17,422;   17,422;    0,000
677,469;  -14,178;  -14,178;    0,000
677,620;   -0,845;   -0,845;    0,000
677,771;  -12,445;  -12,445;    0,000
677,922;   13,422;   13,422;    0,000
678,073;    1,888;    1,888;    0,000
678,224;    7,288;    7,288;    0,000
678,376;    4,954;    4,954;    0,000
678,527;    5,221;    5,221;    0,000
678,678;    7,087;    7,087;    0,000
678,829;  -10,779;  -10,779;    0,000
678,980;    7,020;    7,020;    0,000
679,131;   28,687;   28,687;    0,000
679,282;    5,753;    5,753;    0,000
679,433;   -0,780;   -0,780;    0,000
679,584;  -14,247;  -14,247;    0,000
679,735;   14,486;   14,486;    0,000
679,886;    3,353;    3,353;    0,000
680,037;   -8,848;   -8,848;    0,000
680,188;   -9,714;   -9,714;    0,000
680,339;   22,819;   22,819;    0,000
680,490;    7,419;    7,419;    0,000
680,641;    2,352;    2,352;    0,000
680,792;   -0,115;   -0,115;    0,000
680,943;   -4,182;   -4,182;    0,000
681,094;   10,884;   10,884;    0,000
681,245;  -20,049;  -20,049;    0,000
681,395;   -0,383;   -0,383;    0,000
681,546;   -3,249;   -3,249;    0,000
681,697;   -1,450;   -1,450;    0,000
681,848;   -1,517;   -1,517;    0,000
681,999;   26,417;   26,417;    0,000
682,150;   -2,450;   -2,450;    0,000
682,301;    6,683;    6,683;    0,000
682,452;   15,416;   15,416;    0,000
682,602;    3,016;    3,016;    0,000
682,753;   15,482;   15,482;    0,000
682,904;   22,215;   22,215;    0,000
683,055;   -0,251;   -0,251;    0,000
683,206;  -13,252;  -13,252;    0,000
683,357;   14,282;   14,282;    0,000
683,507;  -12,919;  -12,919;    0,000
683,658;   -0,319;   -0,319;    0,000
683,809;   16,348;   16,348;    0,000
683,960;   14,548;   14,548;    0,000
684,110;   -0,586;   -0,586;    0,000
684,261;  -12,320;  -12,320;    0,000
684,412;   -5,120;   -5,120;    0,000
684,563;    0,813;    0,813;    0,000
684,713;   -7,187;   -7,187;    0,000
684,864;   11,013;   11,013;    0,000
685,015;    9,080;    9,080;    0,000
685,165;   15,479;   15,479;    0,000
685,316;   -2,254;   -2,254;    0,000
685,467;   16,679;   16,679;    0,000
685,617;    0,145;    0,145;    0,000
685,768;   14,945;   14,945;    0,000
685,919;   21,545;   21,545;    0,000
686,069;   15,012;   15,012;    0,000
686,220;    7,945;    7,945;    0,000
686,370;    0,678;    0,678;    0,000
686,521;   10,678;   10,678;    0,000
686,672;    2,011;    2,011;    0,000
686,822;   -2,189;   -2,189;    0,000
686,973;   -9,523;   -9,523;    0,000
687,123;  -14,123;  -14,123;    0,000
687,274;    6,610;    6,610;    0,000
687,425;   -2,457;   -2,457;    0,000
687,575;   13,943;   13,943;    0,000
687,726;   -1,191;   -1,191;    0,000
687,876;  -10,791;  -10,791;    0,000
688,027;   -5,058;   -5,058;    0,000
688,177;  -22,591;  -22,591;    0,000
688,328;   -3,791;   -3,791;    0,000
688,478;   28,208;   28,208;    0,000
688,629;   -3,458;   -3,458;    0,000
688,779;   -4,992;   -4,992;    0,000
688,930;    8,475;    8,475;    0,000
689,080;   21,808;   21,808;    0,000
689,230;    1,074;    1,074;    0,000
689,381;    3,741;    3,741;    0,000
689,531;   11,207;   11,207;    0,000
689,682;    1,740;    1,740;    0,000
689,832;    3,607;    3,607;    0,000
689,983;   28,407;   28,407;    0,000
690,133;   22,006;   22,006;    0,000
690,283;   -2,260;   -2,260;    0,000
690,434;   -8,861;   -8,861;    0,000
690,584;  -10,727;  -10,727;    0,000
690,734;    9,272;    9,272;    0,000
690,885;   -5,728;   -5,728;    0,000
691,035;    8,939;    8,939;    0,000
691,185;   16,272;   16,272;    0,000
691,336;   -6,128;   -6,128;    0,000
691,486;    0,805;    0,805;    0,000
691,636;  -21,062;  -21,062;    0,000
691,787;   17,204;   17,204;    0,000
691,937;  -27,863;  -27,863;    0,000
692,087;    3,404;    3,404;    0,000
692,237;    2,204;    2,204;    0,000
692,388;    4,004;    4,004;    0,000
692,538;   -1,597;   -1,597;    0,000
692,688;   18,137;   18,137;    0,000
692,838;  -18,264;  -18,264;    0,000
692,989;    3,003;    3,003;    0,000
693,139;    3,536;    3,536;    0,000
693,289;  -11,264;  -11,264;    0,000
693,439;   -2,864;   -2,864;    0,000
693,589;    5,402;    5,402;    0,000
693,740;  -11,998;  -11,998;    0,000
693,890;   -2,265;   -2,265;    0,000
694,040;   -0,665;   -0,665;    0,000
694,190;   -3,199;   -3,199;    0,000
694,340;    6,668;    6,668;    0,000
694,490;   20,534;   20,534;    0,000
694,640;   -2,333;   -2,333;    0,000
694,791;   -4,066;   -4,066;    0,000
694,941;   -0,066;   -0,066;    0,000
695,091;   23,267;   23,267;    0,000
695,241;    6,467;    6,467;    0,000
695,391;   10,933;   10,933;    0,000
695,541;   10,000;   10,000;    0,000
695,691;    2,200;    2,200;    0,000
695,841;  -12,000;  -12,000;    0,000
695,991;   -5,467;   -5,467;    0,000
696,141;   11,667;   11,667;    0,000
696,291;   14,800;   14,800;    0,000
696,441;  -10,667;  -10,667;    0,000
696,591;    8,533;    8,533;    0,000
696,741;    9,800;    9,800;    0,000
696,891;   13,133;   13,133;    0,000
697,041;    2,667;    2,667;    0,000
697,191;   -1,867;   -1,867;    0,000
697,341;    0,000;    0,000;    0,000
697,491;   -4,600;   -4,600;    0,000
697,641;    4,467;    4,467;    0,000
697,791;   22,867;   22,867;    0,000
697,941;    8,000;    8,000;    0,000
698,091;   -8,133;   -8,133;    0,000
698,241;   19,333;   19,333;    0,000
698,391;    7,400;    7,400;    0,000
698,540;   15,267;   15,267;    0,000
698,690;   -3,600;   -3,600;    0,000
698,840;   -8,800;   -8,800;    0,000
698,990;  -10,200;  -10,200;    0,000
699,140;    4,333;    4,333;    0,000
699,290;    2,600;    2,600;    0,000
699,440;  -24,200;  -24,200;    0,000
699,589;   -5,133;   -5,133;    0,000
699,739;    1,667;    1,667;    0,000
699,889;   12,667;   12,667;    0,000
700,039;  -17,867;  -17,867;    0,000
700,188;    4,267;    4,267;    0,000
700,338;   21,400;   21,400;    0,000
700,488;   12,933;   12,933;    0,000
700,638;  -25,067;  -25,067;    0,000
700,788;    0,533;    0,533;    0,000
700,937;   -3,600;   -3,600;    0,000
701,087;    5,467;    5,467;    0,000
701,237;   10,667;   10,667;    0,000
701,386;    2,933;    2,933;    0,000
701,536;   -6,533;   -6,533;    0,000
701,686;   -2,400;   -2,400;    0,000
701,836;    6,533;    6,533;    0,000
701,985;    4,733;    4,733;    0,000
702,135;    3,333;    3,333;    0,000
702,284;  -16,200;  -16,200;    0,000
702,434;   18,667;   18,667;    0,000
702,584;  -23,067;  -23,067;    0,000
702,733;   14,333;   14,333;    0,000
702,883;   19,400;   19,400;    0,000
703,033;   -3,267;   -3,267;    0,000
703,182;   17,600;   17,600;    0,000
703,332;  -17,733;  -17,733;    0,000
703,481;  -11,867;  -11,867;    0,000
703,631;  -14,000;  -14,000;    0,000
703,781;    2,733;    2,733;    0,000
703,930;    4,600;    4,600;    0,000
704,080;   22,400;   22,400;    0,000
704,229;    2,733;    2,733;    0,000
704,379;   -7,133;   -7,133;    0,000
704,528;   14,467;   14,467;    0,000
704,678;   -4,733;   -4,733;    0,000
704,827;    5,533;    5,533;    0,000
704,977;   25,267;   25,267;    0,000
705,126;    5,267;    5,267;    0,000
705,276;   -8,933;   -8,933;    0,000
705,425;    5,133;    5,133;    0,000
705,575;   -5,867;   -5,867;    0,000
705,724;    4,267;    4,267;    0,000
705,873;   -0,867;   -0,867;    0,000
706,023;   10,200;   10,200;    0,000
706,172;   -3,067;   -3,067;    0,000
706,322;   -1,333;   -1,333;    0,000
706,471;    8,400;    8,400;    0,000
706,620;    5,200;    5,200;    0,000
706,770;    0,533;    0,533;    0,000
706,919;   13,800;   13,800;    0,000
707,069;   10,133;   10,133;    0,000
707,218;    0,133;    0,133;    0,000
707,367;    0,600;    0,600;    0,000
707,517;   12,867;   12,867;    0,000
707,666;   11,933;   11,933;    0,000
707,815;    8,133;    8,133;    0,000
707,965;   12,867;   12,867;    0,000
708,114;    4,200;    4,200;    0,000
708,263;    1,400;    1,400;    0,000
708,412;   -7,133;   -7,133;    0,000
708,562;   11,733;   11,733;    0,000
708,711;    5,667;    5,667;    0,000
708,860;  -12,133;  -12,133;    0,000
709,009;    0,867;    0,867;    0,000
709,159;  -23,133;  -23,133;    0,000
709,308;    9,200;    9,200;    0,000
709,457;   -3,000;   -3,000;    0,000
709,606;  -16,400;  -16,400;    0,000
709,755;  -10,267;  -10,267;    0,000
709,905;  -14,200;  -14,200;    0,000
710,054;    0,200;    0,200;    0,000
710,203;  -14,267;  -14,267;    0,000
710,352;  -22,867;  -22,867;    0,000
710,501;    6,733;    6,733;    0,000
710,651;    5,000;    5,000;    0,000
710,800;    0,133;    0,133;    0,000
710,949;   16,533;   16,533;    0,000
711,098;  -26,667;  -26,667;    0,000
711,247;   -1,000;   -1,000;    0,000
711,396;  -15,933;  -15,933;    0,000
711,545;   -0,667;   -0,667;    0,000
711,694;    2,600;    2,600;    0,000
711,843;   20,533;   20,533;    0,000
711,992;  -27,133;  -27,133;    0,000
712,141;  -10,933;  -10,933;    0,000
712,290;  -27,067;  -27,067;    0,000
712,439;   17,533;   17,533;    0,000
712,589;  -11,533;  -11,533;    0,000
712,737;   17,933;   17,933;    0,000
712,886;    2,267;    2,267;    0,000
713,035;   11,000;   11,000;    0,000
713,184;   -8,733;   -8,733;    0,000
713,333;    4,400;    4,400;    0,000
713,482;    8,867;    8,867;    0,000
713,631;   -7,133;   -7,133;    0,000
713,780;   -0,200;   -0,200;    0,000
713,929;    1,867;    1,867;    0,000
714,078;  -11,867;  -11,867;    0,000
714,227;   -1,333;   -1,333;    0,000
714,376;   11,467;   11,467;    0,000
714,525;   18,933;   18,933;    0,000
714,674;    2,267;    2,267;    0,000
714,823;    2,600;    2,600;    0,000
714,972;   -0,200;   -0,200;    0,000
715,120;   -9,867;   -9,867;    0,000
715,269;  -15,067;  -15,067;    0,000
715,418;   -1,733;   -1,733;    0,000
715,567;   -9,400;   -9,400;    0,000
715,716;    1,000;    1,000;    0,000
715,865;   -1,067;   -1,067;    0,000
716,013;   -2,133;   -2,133;    0,000
716,162;  -11,600;  -11,600;    0,000
716,311;    7,533;    7,533;    0,000
716,460;   -4,200;   -4,200;    0,000
716,609;   -7,667;   -7,667;    0,000
716,757;    6,867;    6,867;    0,000
716,906;    0,733;    0,733;    0,000
717,055;    0,267;    0,267;    0,000
717,203;    7,467;    7,467;    0,000
717,352;    3,867;    3,867;    0,000
717,501;    7,067;    7,067;    0,000
717,650;   14,467;   14,467;    0,000
717,798;   -0,867;   -0,867;    0,000
717,947;    7,533;    7,533;    0,000
718,096;   -5,333;   -5,333;    0,000
718,244;    0,133;    0,133;    0,000
718,393;   -7,000;   -7,000;    0,000
718,542;    5,200;    5,200;    0,000
718,690;  -11,467;  -11,467;    0,000
718,839;   -5,333;   -5,333;    0,000
718,988;   -0,933;   -0,933;    0,000
719,136;   12,733;   12,733;    0,000
719,285;    6,800;    6,800;    0,000
719,433;    8,533;    8,533;    0,000
719,582;   -3,867;   -3,867;    0,000
719,731;   12,400;   12,400;    0,000
719,879;    1,333;    1,333;    0,000
720,028;   -3,000;   -3,000;    0,000
720,176;   35,933;   35,933;    0,000
720,325;  -11,200;  -11,200;    0,000
720,473;    8,000;    8,000;    0,000
720,622;   16,133;   16,133;    0,000
720,770;    4,333;    4,333;    0,000
720,919;   -2,000;   -2,000;    0,000
721,067;   10,267;   10,267;    0,000
721,216;    3,733;    3,733;    0,000
721,364;   -2,400;   -2,400;    0,000
721,513;   -2,000;   -2,000;    0,000
721,661;    1,933;    1,933;    0,000
721,810;    7,933;    7,933;    0,000
721,958;  -10,867;  -10,867;    0,000
722,106;   -5,467;   -5,467;    0,000
722,255;  -21,133;  -21,133;    0,000
722,403;  -17,067;  -17,067;    0,000
722,552;    1,800;    1,800;    0,000
722,700;   -9,800;   -9,800;    0,000
722,848;   -3,333;   -3,333;    0,000
722,997;  -14,467;  -14,467;    0,000
723,145;   16,333;   16,333;    0,000
723,294;   -0,400;   -0,400;    0,000
723,442;    4,267;    4,267;    0,000
723,590;    7,933;    7,933;    0,000
723,738;   -3,200;   -3,200;    0,000
723,887;    2,000;    2,000;    0,000
724,035;    9,200;    9,200;    0,000
724,183;   -3,800;   -3,800;    0,000
724,332;    2,733;    2,733;    0,000
724,480;   10,800;   10,800;    0,000
724,628;    6,333;    6,333;    0,000
724,776;   15,667;   15,667;    0,000
724,925;  -18,667;  -18,667;    0,000
725,073;    3,067;    3,067;    0,000
725,221;   -5,733;   -5,733;    0,000
725,369;   14,133;   14,133;    0,000
725,518;  -14,600;  -14,600;    0,000
725,666;   -5,467;   -5,467;    0,000
725,814;  -20,533;  -20,533;    0,000
725,962;    1,000;    1,000;    0,000
726,110;   28,067;   28,067;    0,000
726,259;  -11,000;  -11,000;    0,000
726,407;   28,067;   28,067;    0,000
726,555;    1,667;    1,667;    0,000
726,703;    9,733;    9,733;    0,000
726,851;   -1,133;   -1,133;    0,000
726,999;   11,400;   11,400;    0,000
727,147;   -1,400;   -1,400;    0,000
727,295;   16,267;   16,267;    0,000
727,443;   -2,933;   -2,933;    0,000
727,592;    8,800;    8,800;    0,000
727,740;   29,000;   29,000;    0,000
727,888;    1,533;    1,533;    0,000
728,036;  -14,600;  -14,600;    0,000
728,184;   10,600;   10,600;    0,000
728,332;    9,600;    9,600;    0,000
728,480;    5,467;    5,467;    0,000
728,628;  -23,933;  -23,933;    0,000
728,776;   13,067;   13,067;    0,000
728,924;   -5,933;   -5,933;    0,000
729,072;  -10,200;  -10,200;    0,000
729,220;  -19,933;  -19,933;    0,000
729,368;   27,200;   27,200;    0,000
729,516;  -14,800;  -14,800;    0,000
729,664;  -19,533;  -19,533;    0,000
729,812;   13,400;   13,400;    0,000
729,960;   -7,200;   -7,200;    0,000
730,107;   -7,533;   -7,533;    0,000
730,255;  -20,733;  -20,733;    0,000
730,403;    5,733;    5,733;    0,000
730,551;   15,200;   15,200;    0,000
730,699;    5,200;    5,200;    0,000
730,847;   -4,667;   -4,667;    0,000
730,995;   -2,533;   -2,533;    0,000
731,143;   24,800;   24,800;    0,000
731,290;  -11,200;  -11,200;    0,000
731,438;  -11,800;  -11,800;    0,000
731,586;  -17,600;  -17,600;    0,000
731,734;   28,133;   28,133;    0,000
731,882;   31,133;   31,133;    0,000
732,029;   -3,800;   -3,800;    0,000
732,177;   -5,467;   -5,467;    0,000
732,325;   21,400;   21,400;    0,000
732,473;  -14,267;  -14,267;    0,000
732,621;    6,800;    6,800;    0,000
732,768;  -13,467;  -13,467;    0,000
732,916;   27,400;   27,400;    0,000
733,064;    2,267;    2,267;    0,000
733,212;    2,467;    2,467;    0,000
733,359;    3,933;    3,933;    0,000
733,507;   -0,600;   -0,600;    0,000
733,655;   10,600;   10,600;    0,000
733,802;    7,467;    7,467;    0,000
733,950;   19,067;   19,067;    0,000
734,098;   -0,467;   -0,467;    0,000
734,245;    7,533;    7,533;    0,000
734,393;    9,000;    9,000;    0,000
734,541;    7,267;    7,267;    0,000
734,688;  -29,067;  -29,067;    0,000
734,836;    4,867;    4,867;    0,000
734,983;   -0,733;   -0,733;    0,000
735,131;   -2,333;   -2,333;    0,000
735,279;    2,800;    2,800;    0,000
735,426;    5,933;    5,933;    0,000
735,574;  -16,333;  -16,333;    0,000
735,721;   18,400;   18,400;    0,000
735,869;   20,467;   20,467;    0,000
736,016;   -1,733;   -1,733;    0,000
736,164;   28,533;   28,533;    0,000
736,311;   -0,867;   -0,867;    0,000
736,459;   18,267;   18,267;    0,000
736,606;   -3,000;   -3,000;    0,000
736,754;   25,200;   25,200;    0,000
736,901;  -10,867;  -10,867;    0,000
737,049;   11,600;   11,600;    0,000
737,196;  -13,200;  -13,200;    0,000
737,344;  -17,933;  -17,933;    0,000
737,491;  -12,400;  -12,400;    0,000
737,639;    3,067;    3,067;    0,000
737,786;    0,200;    0,200;    0,000
737,934;   -2,267;   -2,267;    0,000
738,081;   28,867;   28,867;    0,000
738,228;   15,400;   15,400;    0,000
738,376;   -9,200;   -9,200;    0,000
